close,conversionSymbol,conversionType,high,low,open,time (unix epoch),volumefrom,volumeto,ingestion_date (unix epoch)
30.9,"",direct,31.65,30.79,31.1,1361923200,30472.78,951289.24,1680537367
33.38,"",direct,34.52,30.9,30.9,1362009600,126517.41,4136416.34,1680537367
34.5,"",direct,34.9,32.92,33.38,1362096000,39786.14,1362290.79,1680537367
34.25,"",direct,34.81,33.15,34.5,1362182400,36662.49,1241775.93,1680537367
34.5,"",direct,34.5,33.8,34.25,1362268800,12524.59,427480.57,1680537367
36.15,"",direct,36.7,34.19,34.5,1362355200,46771.49,1659027.49,1680537367
40.33,"",direct,40.65,36.15,36.15,1362441600,85425.52,3361374.96,1680537367
41.02,"",direct,49.1,40.14,40.33,1362528000,126451.72,5712472.93,1680537367
42.0,"",direct,45.5,33.3,41.02,1362614400,157316.08,6439707.76,1680537367
44.18,"",direct,44.5,41.02,42.0,1362700800,47095.97,2032649.25,1680537367
46.85,"",direct,46.99,43.41,44.18,1362787200,44475.89,2020839.64,1680537367
46.0,"",direct,47.95,45.47,46.85,1362873600,36363.25,1703124.85,1680537367
48.4,"",direct,48.47,45.54,46.0,1362960000,41390.18,1970814.35,1680537367
44.29,"",direct,48.4,36.65,48.4,1363046400,183411.75,8014901.58,1680537367
46.92,"",direct,47.3,43.75,44.29,1363132800,49514.6,2298258.15,1680537367
47.17,"",direct,47.99,46.05,46.92,1363219200,37041.72,1752628.5,1680537367
46.95,"",direct,47.45,46.4,47.17,1363305600,20286.44,954285.65,1680537367
47.0,"",direct,47.36,46.27,46.95,1363392000,16314.97,764861.89,1680537367
47.4,"",direct,47.74,46.8,47.0,1363478400,13936.62,660618.0,1680537367
51.6,"",direct,52.88,47.12,47.4,1363564800,65311.59,3199314.24,1680537367
59.14,"",direct,62.0,50.0,51.6,1363651200,111704.13,6187650.4,1680537367
64.49,"",direct,66.0,57.7,59.14,1363737600,93136.82,5776620.57,1680537367
70.85,"",direct,74.9,63.1,64.49,1363824000,94307.76,6514880.18,1680537367
69.87,"",direct,73.75,65.0,70.85,1363910400,73196.96,5171296.14,1680537367
64.35,"",direct,70.5,52.35,69.87,1363996800,150462.72,9429382.99,1680537367
71.5,"",direct,72.5,62.7,64.35,1364083200,42023.26,2896432.3,1680537367
73.6,"",direct,78.0,69.52,71.5,1364169600,79743.02,5921197.54,1680537367
78.5,"",direct,79.72,73.11,73.6,1364256000,56667.38,4377374.22,1680537367
88.92,"",direct,89.5,78.4,78.5,1364342400,72226.75,6129700.26,1680537367
86.18,"",direct,95.7,75.0,88.92,1364428800,140263.09,1.226115308E7,1680537367
90.5,"",direct,93.06,83.01,86.18,1364515200,83174.56,7384104.11,1680537367
92.19,"",direct,94.98,87.0,90.5,1364601600,37284.61,3420002.53,1680537367
93.03,"",direct,93.8,91.0,92.19,1364688000,21129.5,1959050.82,1680537367
104.0,"",direct,106.0,92.24,93.03,1364774400,90563.17,9060022.27,1680537367
117.98,"",direct,118.36,99.0,104.0,1364860800,81284.67,8747147.45,1680537367
135.0,"",direct,147.0,110.0,117.98,1364947200,152713.73,1.953301063E7,1680537367
132.12,"",direct,142.12,116.39,135.0,1365033600,88362.53,1.162402155E7,1680537367
142.32,"",direct,144.94,130.24,132.12,1365120000,68588.73,9549088.76,1680537367
142.63,"",direct,143.9,139.54,142.32,1365206400,18288.47,2599937.17,1680537367
162.3,"",direct,164.9,142.63,142.63,1365292800,60954.72,9402722.44,1680537367
187.5,"",direct,194.9,162.6,162.3,1365379200,114250.73,2.073289467E7,1680537367
230.0,"",direct,240.11,186.5,187.5,1365465600,105842.25,2.272319196E7,1680537367
165.0,"",direct,266.0,105.0,230.0,1365552000,190174.72,3.511811994E7,1680537367
124.9,"",direct,188.7,110.2,165.0,1365638400,118747.72,1.886722323E7,1680537367
117.0,"",direct,140.0,54.25,124.9,1365724800,556468.03,4.761918945E7,1680537367
93.0,"",direct,130.0,85.5,117.0,1365811200,238347.58,2.627741526E7,1680537367
90.0,"",direct,110.0,84.44,93.0,1365897600,166274.96,1.619701756E7,1680537367
82.39,"",direct,102.0,71.51,90.0,1365984000,236673.01,2.060777411E7,1680537367
68.36,"",direct,84.5,50.01,82.39,1366070400,572349.32,3.740157239E7,1680537367
93.07,"",direct,98.78,63.3,68.36,1366156800,327630.05,2.793776427E7,1680537367
109.01,"",direct,113.0,86.0,93.07,1366243200,172976.43,1.684541083E7,1680537367
118.48,"",direct,136.43,105.54,109.01,1366329600,257166.23,3.071392442E7,1680537367
126.62,"",direct,132.0,115.0,118.48,1366416000,74363.62,9222871.37,1680537367
119.2,"",direct,130.5,110.0,126.62,1366502400,99132.19,1.204440411E7,1680537367
127.4,"",direct,127.4,118.5,119.2,1366588800,59153.12,7289977.32,1680537367
143.48,"",direct,144.02,124.97,127.4,1366675200,116144.9,1.563796169E7,1680537367
154.2,"",direct,166.43,140.97,143.48,1366761600,225896.5,3.435154524E7,1680537367
141.71,"",direct,162.0,120.09,154.2,1366848000,187652.82,2.684789193E7,1680537367
136.9,"",direct,144.99,121.45,141.71,1366934400,129008.48,1.706132492E7,1680537367
128.0,"",direct,139.88,122.71,136.9,1367020800,59881.87,7855443.65,1680537367
134.44,"",direct,136.68,127.5,128.0,1367107200,27523.74,3665399.85,1680537367
144.0,"",direct,149.08,133.0,134.44,1367193600,70206.17,9987126.11,1680537367
139.23,"",direct,146.93,134.0,144.0,1367280000,65232.2,9124397.28,1680537367
116.38,"",direct,140.06,104.0,139.23,1367366400,180008.97,2.179098226E7,1680537367
106.25,"",direct,126.9,91.11,116.38,1367452800,234170.94,2.493731955E7,1680537367
98.1,"",direct,109.0,79.0,106.25,1367539200,246474.87,2.250289223E7,1680537367
112.9,"",direct,116.3,92.0,98.1,1367625600,132623.49,1.414786414E7,1680537367
115.98,"",direct,118.85,107.0,112.9,1367712000,84205.37,9557650.72,1680537367
112.25,"",direct,124.9,106.01,115.98,1367798400,150072.15,1.760742779E7,1680537367
109.6,"",direct,114.0,97.52,112.25,1367884800,139667.14,1.490447435E7,1680537367
113.2,"",direct,116.78,109.5,109.6,1367971200,61721.62,6996024.29,1680537367
112.8,"",direct,113.72,108.8,113.2,1368057600,26948.0,3010117.06,1680537367
117.7,"",direct,122.5,111.54,112.8,1368144000,77483.16,9145408.54,1680537367
115.64,"",direct,118.74,113.0,117.7,1368230400,28038.97,3240171.69,1680537367
114.82,"",direct,117.47,112.4,115.64,1368316800,20600.89,2361969.0,1680537367
117.98,"",direct,118.88,114.5,114.82,1368403200,26176.7,3063381.8,1680537367
111.4,"",direct,119.8,109.42,117.98,1368489600,87774.8,1.00821027E7,1680537367
114.22,"",direct,116.44,103.02,111.4,1368576000,117967.89,1.300644775E7,1680537367
118.21,"",direct,118.97,112.1,114.22,1368662400,45232.06,5222066.01,1680537367
123.5,"",direct,125.56,116.57,118.21,1368748800,79123.93,9608029.6,1680537367
123.21,"",direct,125.31,122.25,123.5,1368835200,22652.03,2804847.39,1680537367
122.5,"",direct,124.5,119.5,123.21,1368921600,20571.91,2507881.36,1680537367
122.02,"",direct,123.69,120.1,122.5,1369008000,17316.21,2118341.03,1680537367
122.89,"",direct,123.08,121.1,122.02,1369094400,13386.53,1637410.81,1680537367
123.8,"",direct,124.5,122.0,122.89,1369180800,18308.47,2252949.61,1680537367
126.3,"",direct,126.93,123.0,123.8,1369267200,22118.25,2772751.89,1680537367
133.1,"",direct,133.98,125.36,126.3,1369353600,48773.65,6333389.8,1680537367
131.99,"",direct,133.5,128.2,133.1,1369440000,16837.33,2203681.1,1680537367
133.5,"",direct,136.0,130.61,131.99,1369526400,23359.36,3130389.06,1680537367
129.77,"",direct,135.47,124.0,133.5,1369612800,46825.54,6056707.0,1680537367
129.0,"",direct,130.63,125.4,129.77,1369699200,22803.35,2918762.17,1680537367
132.25,"",direct,132.72,127.6,129.0,1369785600,19247.65,2509796.39,1680537367
128.8,"",direct,132.4,126.5,132.25,1369872000,24699.41,3195601.21,1680537367
128.82,"",direct,130.0,126.33,128.8,1369958400,16576.17,2124938.29,1680537367
129.3,"",direct,129.79,127.1,128.82,1370044800,6357.5,816323.15,1680537367
122.5,"",direct,130.1,115.0,129.3,1370131200,101134.67,1.233501109E7,1680537367
120.74,"",direct,122.78,115.11,122.5,1370217600,28898.42,3439235.99,1680537367
121.4,"",direct,123.99,118.79,120.74,1370304000,21946.81,2657125.26,1680537367
121.9,"",direct,123.5,119.5,121.4,1370390400,16638.89,2021380.33,1680537367
118.97,"",direct,123.3,117.0,121.9,1370476800,22103.7,2646311.9,1680537367
111.0,"",direct,119.13,106.15,118.97,1370563200,65767.53,7372031.58,1680537367
107.89,"",direct,113.19,107.0,111.0,1370649600,17218.19,1874098.59,1680537367
100.44,"",direct,108.99,88.0,107.89,1370736000,149431.84,1.464779351E7,1680537367
106.35,"",direct,110.63,95.0,100.44,1370822400,64320.02,6786321.13,1680537367
109.0,"",direct,109.6,103.23,106.35,1370908800,16131.56,1727992.79,1680537367
108.78,"",direct,112.25,106.0,109.0,1370995200,17700.09,1934487.77,1680537367
103.95,"",direct,110.3,100.3,108.78,1371081600,30435.38,3204375.98,1680537367
100.0,"",direct,104.7,97.1,103.95,1371168000,36054.0,3629511.97,1680537367
99.8,"",direct,103.7,97.5,100.0,1371254400,22532.25,2264105.8,1680537367
99.9,"",direct,101.75,98.9,99.8,1371340800,8654.91,865174.26,1680537367
101.95,"",direct,102.4,98.9,99.9,1371427200,15193.63,1534858.36,1680537367
107.35,"",direct,113.3,101.03,101.95,1371513600,60613.87,6510457.59,1680537367
108.25,"",direct,110.99,104.66,107.35,1371600000,17565.11,1895919.66,1680537367
111.29,"",direct,114.48,107.12,108.25,1371686400,43085.13,4795256.0,1680537367
109.5,"",direct,115.01,107.56,111.29,1371772800,38076.76,4241011.23,1680537367
108.2,"",direct,109.96,107.51,109.5,1371859200,7280.73,791157.38,1680537367
107.9,"",direct,109.0,106.2,108.2,1371945600,11050.88,1188748.75,1680537367
102.09,"",direct,108.33,100.76,107.9,1372032000,28898.22,2986235.69,1680537367
103.33,"",direct,109.98,100.0,102.09,1372118400,93706.29,9760027.88,1680537367
104.0,"",direct,105.49,101.83,103.33,1372204800,13233.01,1378467.48,1680537367
101.74,"",direct,104.0,100.06,104.0,1372291200,14731.87,1505488.31,1680537367
94.66,"",direct,101.79,92.25,101.74,1372377600,47764.54,4625623.21,1680537367
95.0,"",direct,100.44,93.0,94.66,1372464000,25535.68,2469705.23,1680537367
97.51,"",direct,98.12,93.85,95.0,1372550400,8579.18,831721.0,1680537367
88.05,"",direct,98.18,86.01,97.51,1372636800,53165.63,4854051.15,1680537367
90.41,"",direct,92.57,87.51,88.05,1372723200,27765.17,2501192.46,1680537367
78.89,"",direct,91.2,76.0,90.41,1372809600,73616.73,6126930.46,1680537367
80.04,"",direct,84.27,72.0,78.89,1372896000,63550.1,4976159.48,1680537367
68.5,"",direct,80.6,65.42,80.04,1372982400,91060.44,6478104.22,1680537367
69.66,"",direct,75.0,66.81,68.5,1373068800,41036.7,2885730.42,1680537367
76.5,"",direct,77.0,66.6,69.66,1373155200,42951.81,3040545.31,1680537367
76.0,"",direct,80.0,72.46,76.5,1373241600,58990.18,4542089.51,1680537367
76.7,"",direct,78.3,72.51,76.0,1373328000,32524.27,2462927.54,1680537367
88.0,"",direct,89.84,75.53,76.7,1373414400,60070.83,4950378.77,1680537367
88.98,"",direct,90.7,85.0,88.0,1373500800,35570.13,3115116.32,1680537367
93.99,"",direct,104.17,88.0,88.98,1373587200,101549.87,9793701.36,1680537367
98.32,"",direct,98.32,87.76,93.99,1373673600,34457.61,3206472.43,1680537367
94.42,"",direct,99.0,92.86,98.32,1373760000,12339.49,1183919.46,1680537367
98.89,"",direct,101.94,93.11,94.42,1373846400,34507.37,3407701.6,1680537367
97.1,"",direct,100.73,96.0,98.89,1373932800,16532.69,1626929.42,1680537367
98.5,"",direct,100.0,96.18,97.1,1374019200,17268.85,1702482.31,1680537367
90.07,"",direct,98.8,86.2,98.5,1374105600,59500.75,5415947.78,1680537367
92.0,"",direct,95.2,87.6,90.07,1374192000,27684.24,2547076.46,1680537367
89.82,"",direct,93.1,89.27,92.0,1374278400,9426.7,865043.98,1680537367
92.0,"",direct,92.0,88.0,89.82,1374364800,8770.74,785274.73,1680537367
91.6,"",direct,92.0,89.8,92.0,1374451200,9102.87,839143.47,1680537367
95.56,"",direct,97.13,91.6,91.6,1374537600,24609.46,2333940.6,1680537367
95.09,"",direct,95.99,92.3,95.56,1374624000,14600.16,1382398.98,1680537367
96.95,"",direct,97.48,93.57,95.09,1374710400,22512.12,2171816.31,1680537367
96.02,"",direct,97.48,96.0,96.95,1374796800,11152.71,1079418.72,1680537367
94.4,"",direct,97.0,93.0,96.02,1374883200,15119.42,1430771.56,1680537367
98.78,"",direct,100.58,94.0,94.4,1374969600,42224.62,4160191.75,1680537367
101.48,"",direct,102.85,98.45,98.78,1375056000,24743.23,2499727.28,1680537367
107.96,"",direct,107.99,100.47,101.48,1375142400,27849.28,2893318.45,1680537367
106.21,"",direct,111.65,103.55,107.96,1375228800,45496.21,4916334.31,1680537367
104.0,"",direct,108.0,103.0,106.21,1375315200,15021.7,1580804.09,1680537367
104.5,"",direct,108.0,101.21,104.0,1375401600,27503.63,2893759.53,1680537367
104.95,"",direct,105.89,102.0,104.5,1375488000,8902.32,923169.73,1680537367
105.12,"",direct,106.0,103.5,104.95,1375574400,6376.74,670427.87,1680537367
106.72,"",direct,107.77,105.0,105.12,1375660800,15437.85,1647464.84,1680537367
106.56,"",direct,107.5,105.11,106.72,1375747200,13408.18,1424757.18,1680537367
105.99,"",direct,106.96,105.22,106.56,1375833600,7720.17,819975.71,1680537367
103.05,"",direct,106.65,100.96,105.99,1375920000,24015.47,2481342.52,1680537367
102.8,"",direct,105.79,101.94,103.05,1376006400,12034.99,1238426.09,1680537367
103.0,"",direct,103.9,102.38,102.8,1376092800,3995.0,411941.84,1680537367
105.0,"",direct,105.19,102.7,103.0,1376179200,8173.61,853962.41,1680537367
106.81,"",direct,108.12,103.5,105.0,1376265600,20081.88,2131117.5,1680537367
109.6,"",direct,109.64,104.5,106.81,1376352000,18749.89,2014623.79,1680537367
112.56,"",direct,115.0,108.0,109.6,1376438400,50568.55,5689765.67,1680537367
109.99,"",direct,113.32,108.78,112.56,1376524800,15858.85,1759713.2,1680537367
108.99,"",direct,112.3,108.21,109.99,1376611200,13542.07,1484874.96,1680537367
112.75,"",direct,114.0,108.23,108.99,1376697600,12780.32,1430522.61,1680537367
113.38,"",direct,114.69,112.0,112.75,1376784000,9621.73,1093513.42,1680537367
118.5,"",direct,123.75,111.77,113.38,1376870400,53066.14,6273089.32,1680537367
121.2,"",direct,123.01,116.82,118.5,1376956800,24288.46,2926824.42,1680537367
123.3,"",direct,125.0,119.68,121.2,1377043200,30638.4,3760529.85,1680537367
122.0,"",direct,124.49,120.54,123.3,1377129600,13958.03,1695452.38,1680537367
118.51,"",direct,122.0,118.44,122.0,1377216000,19473.86,2324780.73,1680537367
119.6,"",direct,121.39,118.02,118.51,1377302400,8954.77,1068849.31,1680537367
122.11,"",direct,122.99,119.14,119.6,1377388800,7441.64,904128.28,1680537367
120.07,"",direct,122.97,119.92,122.11,1377475200,11443.52,1386290.18,1680537367
131.29,"",direct,133.0,120.0,120.07,1377561600,53853.02,6882690.55,1680537367
128.76,"",direct,131.72,128.02,131.29,1377648000,12561.21,1627390.74,1680537367
129.3,"",direct,131.2,128.18,128.76,1377734400,8217.98,1059179.58,1680537367
138.03,"",direct,142.76,128.56,129.3,1377820800,46072.51,6269713.01,1680537367
141.0,"",direct,148.7,135.89,138.03,1377907200,31145.95,4452962.63,1680537367
146.01,"",direct,147.29,141.0,141.0,1377993600,14096.54,2035993.0,1680537367
144.0,"",direct,148.5,142.11,146.01,1378080000,10647.89,1546327.08,1680537367
144.0,"",direct,148.91,142.2,144.0,1378166400,17003.54,2461257.61,1680537367
132.51,"",direct,145.8,130.09,144.0,1378252800,28753.93,3945752.94,1680537367
130.2,"",direct,137.97,127.24,132.51,1378339200,27025.08,3561373.61,1680537367
121.9,"",direct,134.0,121.9,130.2,1378425600,19173.25,2435581.88,1680537367
128.99,"",direct,131.02,121.25,121.9,1378512000,14191.38,1796862.13,1680537367
126.32,"",direct,129.87,124.06,128.99,1378598400,7345.15,926689.49,1680537367
133.1,"",direct,137.48,124.0,126.32,1378684800,29687.51,3908439.46,1680537367
132.62,"",direct,136.02,131.38,133.1,1378771200,8875.95,1184452.37,1680537367
142.1,"",direct,145.9,127.5,132.62,1378857600,41557.85,5706218.53,1680537367
139.35,"",direct,145.52,137.51,142.1,1378944000,20527.39,2886300.08,1680537367
140.66,"",direct,145.6,137.82,139.35,1379030400,20117.22,2869985.9,1680537367
136.71,"",direct,142.0,136.5,140.66,1379116800,8897.05,1237692.09,1680537367
138.3,"",direct,141.0,135.04,136.71,1379203200,6438.98,886151.41,1680537367
139.42,"",direct,142.23,137.9,138.3,1379289600,10608.8,1480693.41,1680537367
139.15,"",direct,141.37,138.0,139.42,1379376000,9643.93,1344189.07,1680537367
140.41,"",direct,142.0,139.01,139.15,1379462400,9491.78,1328386.12,1680537367
135.05,"",direct,141.2,131.14,140.41,1379548800,21018.0,2862334.4,1680537367
133.81,"",direct,137.28,131.0,135.05,1379635200,11051.43,1484557.03,1680537367
134.38,"",direct,135.99,132.0,133.81,1379721600,5085.56,682674.89,1680537367
134.0,"",direct,135.0,131.0,134.38,1379808000,5892.36,782376.39,1680537367
133.4,"",direct,135.0,132.0,134.0,1379894400,5998.81,799461.35,1680537367
134.78,"",direct,136.59,132.5,133.4,1379980800,8575.98,1148734.45,1680537367
135.0,"",direct,138.0,134.7,134.78,1380067200,9517.07,1293657.92,1680537367
137.1,"",direct,139.0,134.71,135.0,1380153600,6535.91,886908.93,1680537367
138.93,"",direct,142.66,134.83,137.1,1380240000,27138.27,3757634.04,1680537367
142.5,"",direct,143.0,138.02,138.93,1380326400,13659.75,1918884.09,1680537367
143.88,"",direct,145.81,141.36,142.5,1380412800,18102.2,2611317.7,1680537367
141.9,"",direct,145.81,138.12,143.88,1380499200,14627.13,2067367.69,1680537367
140.3,"",direct,144.44,139.41,141.9,1380585600,9572.16,1344565.6,1680537367
123.0,"",direct,141.93,109.7,140.3,1380672000,111317.57,1.388893074E7,1680537367
130.99,"",direct,132.0,120.1,123.0,1380758400,35270.15,4488527.25,1680537367
136.82,"",direct,139.8,128.5,130.99,1380844800,18507.85,2491501.84,1680537367
136.7,"",direct,138.0,135.3,136.82,1380931200,4995.15,679668.79,1680537367
137.8,"",direct,138.0,134.1,136.7,1381017600,4889.72,665512.24,1680537367
135.8,"",direct,139.0,135.12,137.8,1381104000,7362.35,1006277.91,1680537367
136.49,"",direct,137.78,135.65,135.8,1381190400,5227.21,707471.17,1680537367
139.5,"",direct,142.1,135.8,136.49,1381276800,17494.19,2431349.34,1680537367
140.41,"",direct,141.69,138.51,139.5,1381363200,11075.87,1551392.78,1680537367
140.1,"",direct,141.85,138.87,140.41,1381449600,7250.91,1013106.32,1680537367
142.89,"",direct,143.05,139.39,140.1,1381536000,11024.42,1559472.71,1680537367
147.53,"",direct,147.65,141.5,142.89,1381622400,16167.47,2342049.46,1680537367
151.37,"",direct,153.69,146.03,147.53,1381708800,29993.56,4512823.6,1680537367
158.09,"",direct,158.1,150.62,151.37,1381795200,15730.1,2416464.87,1680537367
152.82,"",direct,162.99,144.2,158.09,1381881600,42783.96,6636228.59,1680537367
157.59,"",direct,159.94,150.75,152.82,1381968000,15875.81,2470394.92,1680537367
168.28,"",direct,168.29,156.49,157.59,1382054400,25893.02,4225505.93,1680537367
183.15,"",direct,195.8,167.08,168.28,1382140800,55275.66,1.000068593E7,1680537367
186.1,"",direct,186.1,177.24,183.15,1382227200,11418.11,2087108.13,1680537367
192.78,"",direct,197.37,183.18,186.1,1382313600,24102.06,4613540.34,1680537367
202.99,"",direct,205.5,192.79,192.78,1382400000,33864.61,6761835.59,1680537367
227.97,"",direct,227.98,200.7,202.99,1382486400,39894.52,8526441.87,1680537367
206.98,"",direct,233.38,175.3,227.97,1382572800,96749.13,1.964922929E7,1680537367
197.88,"",direct,208.97,176.6,206.98,1382659200,36749.63,6934330.09,1680537367
188.56,"",direct,198.41,186.99,197.88,1382745600,12085.53,2322934.87,1680537367
206.91,"",direct,207.81,188.95,188.56,1382832000,13158.09,2633454.44,1680537367
206.9,"",direct,209.79,200.42,206.91,1382918400,11072.23,2287257.98,1680537367
216.0,"",direct,216.5,204.2,206.9,1383004800,10016.58,2119311.77,1680537367
208.0,"",direct,216.49,203.99,216.0,1383091200,13472.97,2853902.33,1680537367
211.17,"",direct,214.99,205.43,208.0,1383177600,5289.31,1121246.74,1680537367
213.43,"",direct,214.95,209.71,211.17,1383264000,5882.59,1251780.71,1680537367
211.69,"",direct,214.86,211.0,213.43,1383350400,4877.16,1041300.28,1680537367
224.0,"",direct,226.95,212.1,211.69,1383436800,12274.4,2694954.86,1680537367
238.16,"",direct,238.98,221.95,224.0,1383523200,18057.57,4167915.27,1680537367
251.3,"",direct,258.87,229.0,238.16,1383609600,45100.26,1.109461274E7,1680537367
264.1,"",direct,272.52,251.41,251.3,1383696000,38815.71,1.022378659E7,1680537367
309.65,"",direct,324.21,263.6,264.1,1383782400,86133.24,2.558288597E7,1680537367
355.0,"",direct,358.0,308.01,309.65,1383868800,44632.99,1.507202233E7,1680537367
367.79,"",direct,394.99,339.99,355.0,1383955200,49910.0,1.842777608E7,1680537367
336.32,"",direct,372.52,289.96,367.79,1384041600,74252.72,2.422528195E7,1680537367
362.98,"",direct,375.99,321.41,336.32,1384128000,17999.67,6330618.38,1680537367
380.04,"",direct,391.79,358.97,362.98,1384214400,22027.67,8309810.54,1680537367
434.85,"",direct,444.97,372.17,380.04,1384300800,36015.4,1.478019021E7,1680537367
433.4,"",direct,447.49,402.54,434.85,1384387200,31406.18,1.34531747E7,1680537367
433.92,"",direct,457.92,412.97,433.4,1384473600,28126.4,1.227374593E7,1680537367
461.96,"",direct,476.94,427.98,433.92,1384560000,19134.6,8737836.16,1680537367
528.3,"",direct,536.75,456.98,461.96,1384646400,26718.7,1.334049556E7,1680537367
785.43,"",direct,787.93,521.98,528.3,1384732800,72071.71,4.546160044E7,1680537367
645.69,"",direct,900.92,502.61,785.43,1384819200,99101.83,6.909549789E7,1680537367
637.97,"",direct,649.99,453.29,645.69,1384905600,91594.45,5.074817723E7,1680537367
764.91,"",direct,784.32,595.19,637.97,1384992000,38732.06,2.712828304E7,1680537367
802.0,"",direct,821.99,682.28,764.91,1385078400,30150.23,2.268696277E7,1680537367
832.5,"",direct,890.03,799.54,802.0,1385164800,21314.0,1.790808143E7,1680537367
795.01,"",direct,854.99,745.21,832.5,1385251200,25948.64,2.077603516E7,1680537367
829.99,"",direct,849.99,758.95,795.01,1385337600,26381.41,2.143867096E7,1680537367
969.96,"",direct,974.96,825.08,829.99,1385424000,31613.86,2.828585213E7,1680537367
1079.89,"",direct,1094.78,914.27,969.96,1385510400,37859.08,3.786864304E7,1680537367
1101.38,"",direct,1224.48,1032.06,1079.89,1385596800,37396.83,4.291238344E7,1680537367
1206.93,"",direct,1241.92,1049.96,1101.38,1385683200,38706.56,4.503063296E7,1680537367
1205.66,"",direct,1232.94,1150.16,1206.93,1385769600,15096.04,1.826660222E7,1680537367
1004.39,"",direct,1216.84,840.27,1205.66,1385856000,79921.89,8.324448859E7,1680537367
1096.56,"",direct,1117.73,974.97,1004.39,1385942400,37044.53,3.923486312E7,1680537367
1154.86,"",direct,1185.63,1064.91,1096.56,1386028800,19341.01,2.186576051E7,1680537367
1237.55,"",direct,1239.7,1131.35,1154.86,1386115200,16296.85,1.940976671E7,1680537367
1106.35,"",direct,1239.86,869.99,1237.55,1386201600,58443.73,6.229291916E7,1680537367
845.02,"",direct,1118.93,800.07,1106.35,1386288000,53517.57,5.074716261E7,1680537367
697.02,"",direct,895.96,576.03,845.02,1386374400,97662.51,7.072708316E7,1680537367
803.96,"",direct,828.96,653.03,697.02,1386460800,31210.25,2.304439734E7,1680537367
918.95,"",direct,980.03,787.73,803.96,1386547200,27625.6,2.455320851E7,1680537367
1033.72,"",direct,1067.7,911.96,918.95,1386633600,22103.22,2.173499403E7,1680537367
919.93,"",direct,1056.76,856.06,1033.72,1386720000,24360.35,2.305122454E7,1680537367
899.98,"",direct,940.98,839.51,919.93,1386806400,9913.21,8798283.62,1680537367
936.77,"",direct,989.89,882.11,899.98,1386892800,17372.49,1.617363288E7,1680537367
908.94,"",direct,947.93,875.11,936.77,1386979200,11589.8,1.053210673E7,1680537367
919.88,"",direct,927.9,837.98,908.94,1387065600,15165.03,1.33020749E7,1680537367
759.92,"",direct,924.94,714.03,919.88,1387152000,41325.66,3.289915197E7,1680537367
714.97,"",direct,779.96,678.88,759.92,1387238400,31714.24,2.293390557E7,1680537367
540.98,"",direct,716.99,454.86,714.97,1387324800,110503.1,6.252903046E7,1680537367
731.95,"",direct,745.96,522.44,540.98,1387411200,45761.94,2.998004132E7,1680537367
649.96,"",direct,774.39,621.25,731.95,1387497600,34767.79,2.429104802E7,1680537367
640.48,"",direct,690.0,610.0,649.96,1387584000,14728.3,9550420.56,1680537367
639.49,"",direct,699.91,614.95,640.48,1387670400,11630.96,7693603.71,1680537367
713.24,"",direct,724.92,631.01,639.49,1387756800,15066.3,1.021038876E7,1680537367
702.75,"",direct,729.94,665.98,713.24,1387843200,10945.64,7647250.76,1680537367
707.25,"",direct,709.95,673.93,702.75,1387929600,5343.91,3721814.74,1680537367
801.98,"",direct,829.63,707.21,707.25,1388016000,23529.7,1.820929131E7,1680537367
803.05,"",direct,836.83,767.87,801.98,1388102400,13884.58,1.107360445E7,1680537367
761.99,"",direct,805.97,715.6,803.05,1388188800,13341.62,1.012788344E7,1680537367
784.96,"",direct,803.95,734.98,761.99,1388275200,7035.87,5448579.59,1680537367
804.83,"",direct,818.83,780.96,784.96,1388361600,10482.78,8411786.62,1680537367
805.94,"",direct,813.94,776.96,804.83,1388448000,9167.06,7294004.88,1680537367
815.94,"",direct,829.93,770.97,805.94,1388534400,10757.23,8663855.98,1680537367
856.91,"",direct,886.21,810.47,815.94,1388620800,12811.63,1.082690796E7,1680537367
884.26,"",direct,888.23,839.44,856.91,1388707200,9709.01,8409629.11,1680537367
924.69,"",direct,932.16,848.32,884.26,1388793600,14239.01,1.278462688E7,1680537367
1014.74,"",direct,1029.86,911.36,924.69,1388880000,21374.2,2.078936452E7,1680537367
1012.65,"",direct,1093.44,964.74,1014.74,1388966400,23076.53,2.362223765E7,1680537367
879.9,"",direct,1043.98,879.85,1012.65,1389052800,22665.1,2.175392159E7,1680537367
938.84,"",direct,966.9,858.9,879.9,1389139200,14094.75,1.294225498E7,1680537367
936.95,"",direct,964.64,866.55,938.84,1389225600,14414.95,1.320261946E7,1680537367
957.76,"",direct,964.84,905.88,936.95,1389312000,6351.48,5909107.79,1680537367
1005.32,"",direct,1010.84,935.0,957.76,1389398400,11181.63,1.094817525E7,1680537367
939.79,"",direct,1022.67,922.07,1005.32,1389484800,9931.11,9620090.09,1680537367
922.91,"",direct,949.24,879.94,939.79,1389571200,10132.38,9220891.88,1680537367
919.28,"",direct,942.47,904.19,922.91,1389657600,4311.64,3960633.47,1680537367
941.22,"",direct,973.09,915.06,919.28,1389744000,6828.58,6448062.43,1680537367
913.49,"",direct,955.53,910.5,941.22,1389830400,5103.29,4720008.07,1680537367
894.16,"",direct,929.75,867.22,913.49,1389916800,10312.23,9203107.31,1680537367
905.72,"",direct,924.74,884.74,894.16,1390003200,6040.91,5493742.6,1680537367
954.8,"",direct,958.07,901.88,905.72,1390089600,7571.24,7071649.38,1680537367
