time,open,close,high,low,volumefrom,volumeto
1408838400,497.68,509.71,514.82,496.81,2533.3,1294320.61
1408924800,509.71,502.93,511.33,499.71,2737.95,1409621.07
1409011200,502.93,512.56,516.04,501.81,3530.19,1831000.54
1409097600,512.56,515.23,527.37,512.66,3785.72,1982424.62
1409184000,515.23,510.75,521.59,503.34,4465.72,2307082.42
1409270400,510.75,512.56,515.18,506.69,3641.78,1876846.6
1409356800,512.56,505.96,512.91,503.12,2631.22,1337420.67
1409443200,505.96,481.78,508.34,478.31,6094.87,2982601.77
1409529600,481.78,477.19,487.47,471.78,6785.79,3261178.74
1409616000,477.19,478.94,486.99,470.54,6751.24,3291738.72
1409702400,478.94,480.04,487.29,476.82,6140.33,3018772.64
1409788800,480.04,490.99,498.47,476.26,8807.05,4345165.83
1409875200,490.99,483.65,495.02,483.07,6038.09,3013185.15
1409961600,483.65,484.47,491.38,480.79,3791.0,1883095.02
1410048000,484.47,485.75,490.72,478.49,3562.92,1755360.28
1410134400,485.75,475.69,487.02,469.5,8140.06,3948928.43
1410220800,475.69,474.9,478.6,467.52,7289.11,3529051.35
1410307200,474.9,479.7,491.04,471.57,8292.88,4058785.18
1410393600,479.7,478.49,488.92,474.57,6289.68,3086920.26
1410480000,478.49,477.73,479.71,471.14,5145.48,2514548.2
1410566400,477.73,478.17,480.64,474.64,5274.65,2569793.0
1410652800,478.17,477.74,480.33,471.96,4205.73,2031789.95
1410739200,477.74,477.71,479.28,473.7,5629.86,2753462.23
1410825600,477.71,466.75,478.81,463.95,6522.37,3139554.53
1410912000,466.75,461.09,469.39,458.27,7504.98,3522262.8
1410998400,461.09,424.26,462.26,408.77,8924.54,3946908.07
1411084800,424.26,397.67,429.17,386.1,14968.82,6062707.6
1411171200,397.67,411.53,427.69,387.5,14289.35,5919676.64
1411257600,411.53,401.62,415.07,394.52,10421.33,4229727.1
1411344000,401.62,404.09,410.75,398.6,13514.58,5531782.04
1411430400,404.09,436.86,445.51,394.75,17940.15,7490861.6
1411516800,436.86,423.77,439.19,422.1,21365.64,9217984.23
1411603200,423.77,412.29,427.55,409.56,14627.1,6143388.92
1411689600,412.29,404.46,416.42,399.7,12115.07,4966479.77
1411776000,404.46,399.02,407.07,394.69,9735.27,3950428.02
1411862400,399.02,379.08,402.27,374.12,13937.15,5453338.71
1411948800,379.08,376.77,389.26,372.63,20684.56,7924759.6
1412035200,376.77,388.17,395.18,374.73,16921.07,6520432.39
1412121600,388.17,382.84,395.13,381.11,17730.98,6892843.77
1412208000,382.84,375.14,385.59,371.2,14300.82,5471103.72
1412294400,375.14,363.45,378.22,362.81,16807.97,6278574.04
1412380800,363.45,335.32,369.88,327.1,23035.97,8050734.62
1412467200,335.32,322.86,344.25,294.92,29851.16,9512572.11
1412553600,322.86,331.55,347.94,303.05,41171.56,1.36420897E7
1412640000,331.55,331.65,345.51,321.74,30173.83,1.007601849E7
1412726400,331.65,350.87,351.64,325.43,21769.57,7413499.73
1412812800,350.87,360.91,384.61,347.57,35591.34,1.302003829E7
1412899200,360.91,361.71,378.13,353.32,28410.42,1.03948562E7
1412985600,361.71,361.22,370.15,350.49,13926.45,5049013.74
1413072000,361.22,373.17,374.57,352.25,11227.53,4077867.05
1413158400,373.17,387.32,391.22,366.04,23576.02,8935310.47
1413244800,387.32,397.1,407.74,385.72,28866.7,1.154991384E7
1413331200,397.1,393.17,397.87,388.23,22484.5,8867207.18
1413417600,393.17,379.77,398.84,371.56,20785.9,7999668.99
1413504000,379.77,380.48,384.76,372.42,16567.87,6324477.58
1413590400,380.48,390.88,395.71,373.58,9445.79,3657801.17
1413676800,390.88,387.28,394.49,383.92,5325.52,2088508.52
1413763200,387.28,380.39,387.77,378.42,10555.47,4075710.38
1413849600,380.39,382.35,388.24,377.42,9662.14,3745779.18
1413936000,382.35,378.93,383.69,376.97,10531.04,4064736.42
1414022400,378.93,355.78,381.08,353.48,19121.88,6999640.64
1414108800,355.78,355.1,360.87,351.41,20034.01,7185001.61
1414195200,355.1,346.72,356.57,341.53,14042.93,4929757.95
1414281600,346.72,348.67,356.8,344.19,11577.83,4076756.1
1414368000,348.67,350.09,356.35,344.93,10603.46,3777108.32
1414454400,350.09,351.06,355.72,348.27,9430.8,3372185.13
1414540800,351.06,335.12,352.83,334.72,12263.9,4259966.32
1414627200,335.12,344.86,350.38,333.44,16120.98,5522262.77
1414713600,344.86,337.87,347.97,336.08,14003.95,4814121.89
1414800000,337.87,325.43,339.0,320.74,13774.48,4540440.63
1414886400,325.43,322.55,329.76,319.81,11896.65,3878749.8
1414972800,322.55,324.24,332.85,321.67,13433.34,4435458.55
1415059200,324.24,327.96,328.75,320.11,15115.03,4955240.5
1415145600,327.96,338.01,341.98,326.52,15838.15,5342189.88
1415232000,338.01,347.67,351.14,335.74,15649.72,5388972.33
1415318400,347.67,341.87,351.61,340.18,15017.27,5215262.11
1415404800,341.87,343.54,346.29,339.8,8188.25,2834855.25
1415491200,343.54,362.04,362.21,341.78,12627.93,4466556.5
1415577600,362.04,367.15,374.67,356.6,22804.61,8387025.99
1415664000,367.15,365.42,370.99,361.87,15790.68,5817809.67
1415750400,365.42,432.03,442.73,365.81,38528.79,1.573708116E7
1415836800,432.03,428.72,480.45,390.88,58200.73,2.530472528E7
1415923200,428.72,396.53,430.18,381.99,35731.03,1.425093093E7
1416009600,396.53,374.86,407.32,367.97,13328.33,5185270.16
1416096000,374.86,385.61,390.36,370.54,14350.82,5497204.23
1416182400,385.61,384.69,412.33,378.32,27600.89,1.094293449E7
1416268800,384.69,379.16,394.94,371.95,27093.72,1.040477269E7
1416355200,379.16,381.43,389.29,374.26,19867.47,7592152.68
1416441600,381.43,357.3,383.03,355.11,21984.22,8084810.79
1416528000,357.3,351.77,358.73,343.8,23467.39,8291129.59
1416614400,351.77,352.01,364.21,350.51,12943.87,4632290.66
1416700800,352.01,365.85,370.59,352.64,12413.55,4504560.45
1416787200,365.85,378.85,388.72,361.92,24564.84,9244691.04
1416873600,378.85,376.43,395.73,370.64,45317.22,1.740525128E7
1416960000,376.43,365.35,378.27,363.99,23979.74,8916241.87
1417046400,365.35,368.83,374.43,364.81,13849.29,5144146.32
1417132800,368.83,377.59,383.25,358.37,43015.35,1.611825833E7
1417219200,377.59,376.28,389.3,372.21,83451.95,3.198363728E7
1417305600,376.28,374.93,381.06,372.57,11289.41,4269105.57
1417392000,374.93,378.61,383.58,373.02,19673.15,7481865.14
1417478400,378.61,380.64,384.87,375.37,25285.47,9664274.24
1417564800,380.64,376.96,384.67,373.64,23504.51,8950322.28
1417651200,376.96,369.84,380.43,366.24,25331.17,9521316.14
1417737600,369.84,377.63,379.7,366.39,29989.83,1.12518539E7
1417824000,377.63,376.26,380.33,372.04,11072.87,4181319.51
1417910400,376.26,376.47,377.88,372.46,8811.71,3334332.18
1417996800,376.47,364.95,377.36,364.6,22917.66,8506201.99
1418083200,364.95,352.19,365.35,343.82,43827.16,1.552962816E7
1418169600,352.19,347.94,354.07,345.09,27133.46,9535221.36
1418256000,347.94,347.68,367.13,337.8,51080.97,1.806362915E7
1418342400,347.68,353.4,356.43,346.0,26850.92,9490205.28
1418428800,353.4,348.24,353.1,343.81,19542.41,6837218.94
1418515200,348.24,349.35,351.59,344.61,12342.41,4328238.86
1418601600,349.35,345.37,351.22,343.56,22160.68,7746836.16
1418688000,345.37,330.22,346.45,328.88,38589.75,1.300105477E7
1418774400,330.22,320.02,335.67,314.31,61338.52,1.983467423E7
1418860800,320.02,310.34,325.62,303.4,60516.23,1.893281368E7
1418947200,310.34,317.78,320.24,306.36,41711.62,1.311911069E7
1419033600,317.78,330.35,332.62,316.05,29920.43,9768954.91
1419120000,330.35,322.63,332.03,320.13,20668.93,6746131.4
1419206400,322.63,330.84,335.26,319.89,35363.79,1.169468777E7
1419292800,330.84,335.25,339.32,328.0,24066.78,8057502.86
1419379200,335.25,322.4,336.28,320.65,21524.09,7112691.11
1419465600,322.4,318.99,323.38,316.3,15388.54,4926116.3
1419552000,318.99,329.98,332.88,316.36,23005.85,7518851.52
1419638400,329.98,315.34,330.7,311.98,21631.92,6940336.9
1419724800,315.34,316.53,322.84,310.5,20414.2,6482718.73
1419811200,316.53,314.12,321.61,308.28,20355.29,6457547.05
1419897600,314.12,311.27,316.18,309.25,22777.45,7163083.26
1419984000,311.27,318.24,319.09,308.89,20496.34,6472822.84
1420070400,318.24,314.89,321.36,313.54,12820.26,4073067.1
1420156800,314.89,315.21,316.4,313.08,14728.97,4673971.8
1420243200,315.21,287.13,315.83,284.89,47366.46,1.42095647E7
1420329600,287.13,264.72,289.94,255.87,88769.22,2.42553921E7
1420416000,264.72,274.84,278.32,262.89,54993.28,1.499538275E7
1420502400,274.84,282.27,285.11,271.52,21939.38,6097640.43
1420588800,282.27,291.34,296.06,280.74,30666.87,8827164.0
1420675200,291.34,282.69,292.71,278.99,20182.8,5796312.29
1420761600,282.69,287.97,290.59,277.28,20924.65,5963203.51
1420848000,287.97,273.35,289.25,271.98,14724.72,4147357.05
1420934400,273.35,264.77,278.01,263.76,15111.35,4122751.52
1421020800,264.77,269.33,273.08,263.3,25384.85,6899315.98
1421107200,269.33,221.29,269.1,217.1,95497.81,2.274596068E7
1421193600,221.29,164.92,230.86,157.29,170682.75,3.291158621E7
1421280000,164.92,209.78,231.26,164.55,124666.16,2.567242381E7
1421366400,209.78,206.92,222.63,198.72,62321.12,1.320888223E7
1421452800,206.92,199.65,212.59,191.71,43131.44,8685194.65
1421539200,199.65,210.62,220.73,192.51,40367.48,8429486.11
1421625600,210.62,215.87,219.48,205.47,31578.61,6744459.25
1421712000,215.87,210.55,216.57,203.42,37484.43,7926400.72
1421798400,210.55,228.17,229.32,207.11,43184.11,9390361.66
1421884800,228.17,232.7,238.78,225.57,53706.05,1.25083089E7
1421971200,232.7,232.17,236.97,224.84,38166.88,8855407.23
1422057600,232.17,248.16,248.88,229.58,33239.37,8011743.34
1422144000,248.16,252.09,256.43,241.36,50188.59,1.250964952E7
1422230400,252.09,269.18,310.91,251.5,105714.48,2.980649664E7
1422316800,269.18,263.27,276.9,247.26,50260.04,1.313080327E7
1422403200,263.27,236.17,267.66,228.06,63771.42,1.588059592E7
1422489600,236.17,233.99,241.51,220.36,54485.72,1.27234482E7
1422576000,233.99,231.84,244.83,227.19,48226.84,1.131657519E7
1422662400,231.84,218.51,235.36,216.46,42154.24,9645307.86
1422748800,218.51,225.29,231.44,209.71,41163.75,9058010.18
1422835200,225.29,238.86,242.51,220.53,39015.62,8965813.6
1422921600,238.86,227.41,247.48,223.91,63078.64,1.500026395E7
1423008000,227.41,226.58,230.71,220.23,55242.53,1.249529913E7
1423094400,226.58,216.52,229.85,214.35,40642.68,9055713.16
1423180800,216.52,222.96,226.16,215.65,52515.37,1.162851932E7
1423267200,222.96,227.68,231.0,222.38,39761.33,9046632.13
1423353600,227.68,223.67,230.23,219.5,29048.5,6564922.66
1423440000,223.67,220.34,225.0,215.66,91686.86,2.019273361E7
1423526400,220.34,219.67,222.19,214.44,86145.83,1.887729799E7
1423612800,219.67,218.83,223.53,217.28,71734.25,1.590937735E7
1423699200,218.83,221.79,223.0,217.3,50109.53,1.108449987E7
1423785600,221.79,236.17,241.58,220.62,112253.36,2.62431047E7
1423872000,236.17,258.64,261.25,235.38,133796.04,3.331362671E7
1423958400,258.64,233.27,264.57,226.56,179142.98,4.392111998E7
1424044800,233.27,235.83,240.03,228.01,115467.55,2.718767711E7
1424131200,235.83,243.2,247.17,232.03,116259.51,2.792688482E7
1424217600,243.2,235.2,245.51,231.7,99662.48,2.381301567E7
1424304000,235.2,241.92,244.11,234.87,66053.23,1.585247009E7
1424390400,241.92,244.52,247.76,238.83,83584.59,2.04348467E7
1424476800,244.52,244.41,247.32,242.65,42952.95,1.057076156E7
1424563200,244.41,235.73,246.54,232.72,75700.07,1.810735963E7
1424649600,235.73,238.82,240.06,231.33,62672.06,1.485654949E7
1424736000,238.82,238.89,240.25,235.5,45034.29,1.078795121E7
1424822400,238.89,237.33,239.64,234.59,38095.34,9092357.66
1424908800,237.33,236.53,238.17,233.5,50871.35,1.206496748E7
1424995200,236.53,253.47,258.72,235.7,167808.96,4.228282069E7
1425081600,253.47,254.06,255.4,248.73,39409.14,9999594.97
1425168000,254.06,257.94,260.65,244.77,51327.58,1.296406192E7
1425254400,257.94,273.75,274.8,256.15,81093.26,2.156262462E7
1425340800,273.75,280.65,287.06,266.12,164816.88,4.565059734E7
1425427200,280.65,271.92,284.47,265.91,138996.99,3.865692375E7
1425513600,271.92,275.23,280.84,262.81,123644.37,3.359945428E7
1425600000,275.23,272.56,277.99,269.02,98796.9,2.701494336E7
1425686400,272.56,274.91,278.25,269.41,60715.12,1.670800042E7
1425772800,274.91,274.49,278.78,271.31,50400.9,1.390283008E7
1425859200,274.49,290.02,293.26,273.79,151770.38,4.325919428E7
1425945600,290.02,291.37,300.96,288.12,158177.83,4.66576479E7
1426032000,291.37,295.6,297.66,288.88,79980.96,2.354282999E7
1426118400,295.6,293.85,296.98,290.83,107321.48,3.160774719E7
1426204800,293.85,287.21,294.92,286.08,97342.01,2.82886141E7
1426291200,287.21,281.6,288.4,279.3,75719.87,2.149587921E7
1426377600,281.6,284.88,286.39,280.37,39454.72,1.123883394E7
1426464000,284.88,290.41,294.01,284.77,66339.57,1.935560515E7
1426550400,290.41,285.38,292.46,283.25,65014.37,1.877570027E7
1426636800,285.38,255.92,285.65,248.19,206739.42,5.539124142E7
1426723200,255.92,260.93,264.8,247.0,180691.53,4.652508682E7
1426809600,260.93,261.78,264.71,257.85,52832.95,1.385317566E7
1426896000,261.78,259.71,263.26,254.02,51651.97,1.341336084E7
1426982400,259.71,268.57,270.42,259.0,56633.33,1.498075209E7
1427068800,268.57,265.46,271.01,259.38,81449.75,2.174993738E7
1427155200,265.46,246.72,267.02,242.67,151085.48,3.803313619E7
1427241600,246.72,246.37,249.21,234.84,131441.85,3.209219746E7
1427328000,246.37,248.02,254.69,243.52,89470.97,2.241256034E7
1427414400,248.02,247.21,250.05,244.47,62563.89,1.554377905E7
1427500800,247.21,252.02,254.25,246.28,55058.15,1.389098851E7
1427587200,252.02,242.08,252.81,238.93,77539.18,1.897134067E7
1427673600,242.08,246.79,248.83,236.55,85332.75,2.096383056E7
1427760000,246.79,244.15,248.7,241.18,75332.15,1.851567634E7
1427846400,244.15,246.24,247.67,239.57,67076.52,1.641252586E7
1427932800,246.24,252.6,254.85,244.25,81367.61,2.035403674E7
1428019200,252.6,254.48,256.53,251.26,71738.22,1.826445259E7
1428105600,254.48,252.89,255.24,250.31,30716.88,7805160.91
1428192000,252.89,259.64,260.26,250.6,43829.64,1.127727188E7
1428278400,259.64,254.97,261.45,252.32,45930.83,1.185739841E7
1428364800,254.97,252.97,255.6,250.15,44793.41,1.140105113E7
1428451200,252.97,244.57,254.26,242.57,102647.59,2.540143304E7
1428537600,244.57,243.32,246.22,237.62,69191.17,1.684689621E7
1428624000,243.32,234.73,244.11,231.3,100200.45,2.37284224E7
1428710400,234.73,236.48,240.0,233.12,51985.54,1.231948965E7
1428796800,236.48,235.85,237.52,232.27,33032.15,7814533.91
1428883200,235.85,223.59,236.75,220.36,105151.51,2.398295079E7
1428969600,223.59,217.99,224.72,214.27,115188.26,2.531560619E7
1429056000,217.99,222.97,223.56,217.15,77228.44,1.709935243E7
1429142400,222.97,227.98,229.53,222.87,84889.1,1.931504409E7
1429228800,227.98,222.59,229.28,220.56,66924.16,1.501555902E7
1429315200,222.59,223.35,224.47,220.57,36537.62,8152434.69
1429401600,223.35,223.02,226.94,221.96,35495.15,7984589.44
1429488000,223.02,224.24,226.72,221.58,44871.84,1.008269346E7
1429574400,224.24,233.73,235.27,223.29,68344.58,1.565881831E7
1429660800,233.73,233.78,238.4,231.8,77563.53,1.828006034E7
1429747200,233.78,235.4,236.12,232.58,42449.83,9982620.64
1429833600,235.4,231.09,236.55,229.06,69782.78,1.622116924E7
1429920000,231.09,226.14,232.29,223.05,43784.18,1.001566623E7
1430006400,226.14,218.7,226.72,214.14,100764.79,2.208873335E7
1430092800,218.7,228.96,242.65,216.6,123411.71,2.769643764E7
1430179200,228.96,225.81,229.87,222.03,65971.19,1.489641852E7
1430265600,225.81,225.42,227.24,222.25,60889.41,1.374334035E7
1430352000,225.42,235.77,240.01,224.68,112238.62,2.624219677E7
1430438400,235.77,233.21,239.42,232.38,60139.08,1.417842018E7
1430524800,233.21,235.34,236.38,231.73,37075.6,8703582.59
1430611200,235.34,239.99,243.58,233.8,55715.89,1.338915376E7
1430697600,239.99,238.97,243.2,237.45,69115.5,1.659924356E7
1430784000,238.97,235.82,239.61,231.78,77868.42,1.833319641E7
1430870400,235.82,230.03,237.15,228.24,103664.18,2.412765328E7
1430956800,230.03,237.73,240.25,228.33,91051.83,2.131597139E7
1431043200,237.73,243.74,247.01,235.77,87502.6,2.122600084E7
1431129600,243.74,241.4,247.87,238.52,62786.96,1.528110927E7
1431216000,241.4,239.96,244.82,238.23,44003.2,1.063428999E7
1431302400,239.96,241.81,243.95,238.86,57165.49,1.381953094E7
1431388800,241.81,241.58,243.0,239.18,40080.32,9712214.4
1431475200,241.58,236.38,243.91,234.07,84427.04,2.032939515E7
1431561600,236.38,236.9,239.17,232.36,71016.47,1.683365666E7
1431648000,236.9,237.2,238.83,235.53,46029.85,1.093277742E7
1431734400,237.2,236.23,237.78,234.57,27053.46,6415070.12
1431820800,236.23,236.3,237.77,235.35,28432.51,6738302.37
1431907200,236.3,232.64,237.1,231.46,53141.78,1.25162612E7
1431993600,232.64,232.02,234.5,231.27,40937.49,9550029.29
1432080000,232.02,233.96,235.17,231.47,49689.83,1.162673504E7
1432166400,233.96,235.38,236.65,233.61,42934.55,1.011441929E7
1432252800,235.38,240.37,242.0,234.56,74109.92,1.763064148E7
1432339200,240.37,238.94,241.73,238.05,36028.98,8659651.42
1432425600,238.94,240.98,242.39,237.48,30256.48,7278251.72
1432512000,240.98,237.41,241.79,235.81,26385.48,6301300.86
1432598400,237.41,237.84,238.99,235.58,37077.02,8842430.86
1432684800,237.84,237.29,238.95,235.89,48026.76,1.144550196E7
1432771200,237.29,237.32,238.41,236.23,35748.86,8508673.17
1432857600,237.32,237.03,237.89,235.13,38923.78,9241377.0
1432944000,237.03,233.22,237.06,231.59,41630.86,9738568.03
1433030400,233.22,229.84,233.99,229.13,38997.51,9036624.56
1433116800,229.84,223.14,231.76,220.97,87057.03,1.965891958E7
1433203200,223.14,225.74,227.44,222.25,60804.73,1.366604975E7
1433289600,225.74,225.59,227.86,223.69,54353.18,1.227983872E7
1433376000,225.59,224.22,226.71,223.49,44055.99,9934190.66
1433462400,224.22,225.29,226.36,222.15,56455.17,1.270384843E7
1433548800,225.29,224.74,225.76,223.53,22467.76,5074897.56
1433635200,224.74,223.47,226.36,222.21,40481.39,9097310.34
1433721600,223.47,228.57,229.91,222.99,74152.69,1.68240261E7
1433808000,228.57,229.56,231.36,227.51,54837.44,1.261763243E7
1433894400,229.56,228.79,230.44,227.84,41639.32,9556657.69
1433980800,228.79,229.88,230.64,228.54,38004.06,8745318.46
1434067200,229.88,230.46,231.58,229.29,40744.82,9406856.66
1434153600,230.46,232.48,233.14,229.01,38008.73,8803491.08
1434240000,232.48,233.75,235.51,232.09,32894.87,7700053.79
1434326400,233.75,237.0,238.55,233.29,63467.09,1.500694933E7
1434412800,237.0,249.82,254.15,235.7,122473.61,2.99566542E7
1434499200,249.82,247.38,258.48,245.09,121617.91,3.065297732E7
1434585600,247.38,248.44,251.95,242.46,78135.55,1.94215677E7
1434672000,248.44,244.13,250.81,243.65,84699.65,2.091471844E7
1434758400,244.13,244.98,246.63,238.7,51281.32,1.247059874E7
1434844800,244.98,244.1,246.03,240.94,25152.47,6140997.64
1434931200,244.1,247.46,248.6,243.16,47587.53,1.171307605E7
1435017600,247.46,243.76,247.67,242.32,38427.99,9432470.15
1435104000,243.76,240.56,244.51,239.05,47109.76,1.141570988E7
1435190400,240.56,242.56,243.65,239.32,40360.36,9791297.92
1435276800,242.56,242.95,243.49,240.14,37617.83,9112156.6
1435363200,242.95,250.73,251.57,241.83,54700.08,1.352581379E7
1435449600,250.73,248.88,251.59,246.62,39892.18,9955671.92
1435536000,248.88,256.97,257.54,247.96,92643.49,2.35047726E7
1435622400,256.97,264.12,268.73,255.37,116532.34,3.062160274E7
1435708800,264.12,257.62,265.0,254.41,66934.73,1.731680119E7
1435795200,257.62,254.88,261.29,253.09,45004.59,1.15602146E7
1435881600,254.88,255.4,256.71,252.44,36579.6,9335969.35
1435968000,255.4,260.55,261.08,253.37,32951.08,8502000.62
1436054400,260.55,270.14,274.14,257.61,48445.72,1.290622027E7
1436140800,270.14,269.08,277.48,266.46,90578.41,1.424262538E7
1436227200,269.08,266.21,271.34,263.21,41609.36,1.110455673E7
1436313600,266.21,268.64,273.57,263.18,45290.37,1.215799511E7
1436400000,268.64,269.14,272.31,265.13,48385.86,1.305835083E7
1436486400,269.14,283.62,297.85,266.91,117173.84,3.325459034E7
1436572800,283.62,291.97,298.76,282.28,46487.25,1.35849894E7
1436659200,291.97,310.44,315.88,291.26,120702.44,3.686612776E7
1436745600,310.44,290.35,310.88,276.85,146845.71,4.274126366E7
1436832000,290.35,286.96,296.96,285.17,60619.43,1.763592871E7
1436918400,286.96,283.42,292.92,283.17,59578.59,1.727414889E7
1437004800,283.42,276.59,290.84,273.28,121324.43,3.41555647E7
1437091200,276.59,279.62,280.76,271.17,62121.51,1.721735298E7
1437177600,279.62,274.05,282.53,243.24,55337.05,1.535810719E7
1437264000,274.05,273.18,277.07,271.85,30202.22,8322466.0
1437350400,273.18,277.68,278.85,271.82,46596.58,1.290060961E7
1437436800,277.68,275.09,281.05,274.19,49054.44,1.366789112E7
1437523200,275.09,276.46,277.39,273.12,41969.04,1.159631121E7
1437609600,276.46,275.52,277.85,274.47,35661.27,9870635.2
1437696000,275.52,288.37,289.81,274.26,74359.53,2.109504166E7
1437782400,288.37,288.74,291.24,284.67,41648.34,1.202488958E7
1437868800,288.74,291.77,293.28,286.77,30991.92,9038050.71
1437955200,291.77,293.01,295.79,285.4,69710.58,2.035832565E7
1438041600,293.01,293.7,296.68,291.67,49065.8,1.446642805E7
1438128000,293.7,288.37,294.72,286.89,50673.64,1.473821666E7
1438214400,288.37,287.02,289.89,284.91,44792.49,1.288868067E7
1438300800,287.02,283.73,288.69,280.77,49212.01,1.401907124E7
1438387200,283.73,280.47,284.53,276.3,39426.68,1.106882678E7
1438473600,280.47,281.36,282.5,275.93,35672.07,9978638.45
1438560000,281.36,281.58,285.0,278.94,45894.1,1.300624628E7
1438646400,281.58,284.3,285.66,279.58,44841.21,1.273220317E7
1438732800,284.3,281.72,285.45,280.53,38285.97,1.085475448E7
1438819200,281.72,278.0,281.98,276.46,33261.93,9319083.23
1438905600,278.0,277.89,279.6,274.28,42811.69,1.191966519E7
1438992000,277.89,258.6,278.92,257.42,82543.32,2.23081237E7
1439078400,258.6,263.87,266.75,258.56,57475.12,1.515474909E7
1439164800,263.87,263.3,266.63,260.52,48569.01,1.287344185E7
1439251200,263.3,269.03,269.9,261.44,51361.8,1.36819396E7
1439337600,269.03,267.66,271.5,263.66,56734.31,1.523293405E7
1439424000,267.66,263.44,268.39,261.28,56486.75,1.496221179E7
1439510400,263.44,265.03,267.22,260.21,52327.95,1.389913999E7
1439596800,265.03,260.52,266.55,259.38,38905.99,1.030330122E7
1439683200,260.52,257.12,261.92,254.57,69037.08,1.788039895E7
1439769600,257.12,257.13,259.93,252.87,47882.96,1.237805489E7
1439856000,257.13,246.72,257.53,245.74,94503.04,2.389605677E7
1439942400,246.72,226.0,247.95,214.29,245822.71,5.551471214E7
1440028800,226.0,234.66,238.03,225.54,90981.27,2.122505542E7
1440115200,234.66,232.4,236.3,230.48,57649.08,1.348572948E7
1440201600,232.4,229.54,235.07,221.04,74205.5,1.697692267E7
1440288000,229.54,226.75,232.7,224.27,48840.79,1.120408147E7
1440374400,226.75,211.43,228.43,207.82,196695.2,4.300857943E7
1440460800,211.43,220.51,226.55,196.26,190793.65,4.065174953E7
1440547200,220.51,224.97,230.69,218.79,92812.47,2.098628641E7
1440633600,224.97,222.73,228.44,222.0,60246.06,1.363111136E7
1440720000,222.73,231.64,234.81,219.6,90660.85,2.075142042E7
1440806400,231.64,228.5,233.09,226.35,43740.08,1.007220121E7
1440892800,228.5,228.4,232.32,225.44,39808.01,9118089.39
1440979200,228.4,229.47,231.79,224.2,54507.28,1.252196649E7
1441065600,229.47,227.18,231.45,225.76,66543.6,1.520624105E7
1441152000,227.18,228.63,230.59,225.57,58765.75,1.344378085E7
1441238400,228.63,226.2,229.62,225.36,54150.19,1.233740644E7
1441324800,226.2,230.25,231.06,225.75,61762.93,1.417431331E7
1441411200,230.25,233.67,235.61,228.29,48280.18,1.125325752E7
1441497600,233.67,239.86,243.64,234.74,66271.08,1.593962021E7
1441584000,239.86,239.58,242.66,237.49,57187.93,1.374469527E7
1441670400,239.58,243.24,246.38,239.23,76353.97,1.860547198E7
1441756800,243.24,237.41,244.34,236.49,69263.89,1.663625868E7
1441843200,237.41,238.08,240.63,234.31,60537.22,1.444760684E7
1441929600,238.08,239.9,241.02,237.38,45773.98,1.09924431E7
1442016000,239.9,235.6,240.32,233.32,43773.9,1.04071786E7
1442102400,235.6,230.19,236.16,228.28,51595.8,1.198336026E7
1442188800,230.19,229.91,232.64,225.96,61097.39,1.407091012E7
1442275200,229.91,229.53,242.83,228.03,49516.04,1.142547246E7
1442361600,229.53,228.6,230.89,225.05,51913.1,1.186672814E7
1442448000,228.6,232.72,235.17,227.95,56060.73,1.297591438E7
1442534400,232.72,232.21,234.69,230.58,53168.52,1.239785198E7
1442620800,232.21,231.11,233.35,230.21,34470.84,8004103.62
1442707200,231.11,231.09,232.67,229.93,33153.05,7676869.88
1442793600,231.09,226.33,231.63,225.0,53425.18,1.218003921E7
1442880000,226.33,230.01,233.24,224.07,71545.59,1.639002159E7
1442966400,230.01,229.89,232.2,228.5,43602.2,1.006428846E7
1443052800,229.89,233.76,235.84,229.57,72124.09,1.67976446E7
1443139200,233.76,235.03,237.58,232.7,61574.99,1.451098784E7
1443225600,235.03,234.3,235.71,232.74,40288.81,9449846.08
1443312000,234.3,232.5,234.75,231.84,36139.39,8429802.53
1443398400,232.5,238.87,240.39,232.37,64274.87,1.528276865E7
1443484800,238.87,236.71,240.39,234.8,57296.63,1.36376455E7
1443571200,236.71,235.93,237.83,234.39,50515.18,1.19468649E7
1443657600,235.93,237.05,238.66,234.7,52884.47,1.253448283E7
1443744000,237.05,236.71,238.45,235.14,47941.6,1.137844169E7
1443830400,236.71,238.58,239.52,236.07,43304.67,1.033878001E7
1443916800,238.58,238.33,277.58,237.51,31854.49,7618430.27
1444003200,238.33,240.15,240.53,236.41,61240.52,1.463192887E7
1444089600,240.15,246.14,247.61,239.36,78843.88,1.924219045E7
1444176000,246.14,242.98,247.28,241.65,62600.8,1.536314253E7
1444262400,242.98,242.58,244.79,241.57,44153.62,1.076232845E7
1444348800,242.58,244.04,244.56,241.34,40572.8,9897714.74
1444435200,244.04,245.35,245.93,242.89,38960.98,9547124.76
1444521600,245.35,247.65,248.26,244.47,41425.58,1.023245452E7
1444608000,247.65,245.35,248.02,244.65,40389.34,9961674.07
1444694400,245.35,248.78,251.19,243.11,74881.9,1.855330706E7
1444780800,248.78,252.33,255.06,248.28,69581.72,1.751135673E7
1444867200,252.33,254.44,256.76,251.17,60635.46,1.546502384E7
1444953600,254.44,262.87,267.27,253.93,95178.55,2.488616293E7
1445040000,262.87,269.58,275.41,261.74,113842.13,3.071544642E7
1445126400,269.58,261.67,272.44,259.53,52264.98,1.392123373E7
